DB Name,Table Name,LRF Layout,LRF Path,LRF Name,MF Script
MR2000,TZTFE20_BEST_STAGE_TEMP,"10,2,4, 5,15,10,11,15,14,9,11,5,12,4,4,10,4,5,10,10,2,1,1,6,10,2,3,10,10,6,2,6,2,1,1,10,10,50,1,12,50,12,50,12,8,50,20,6,100,100,4,23,23,23,12,10,09,10,10,18,10,11,11,11,250,02,11,11,02,10,10,11  ",/cfs/app/etl_p81/edw_apps_p81/azn_mr2000/files/srcfiles/daily/sfload,"ERSFRCQ.DWZSFE20.TZTFE20.NDMFILE.SFK.*.dat

","MLSTFE20
"
MR2000,TZTFE21_PRM_STAGE_TEMP,"10, 2, 4, 5, 15, 10, 11, 15, 14, 9, 11,5, 12, 4, 4, 10, 4, 5, 10 , 10, 2, 1, 1, 6,  10, 2, 3, 10, 10, 6, 2, 6, 2, 1, 1, 10, 10, 50, 1, 12, 50, 12, 50, 12, 8, 50, 20, 6, 100, 100, 4, 23, 23, 23 ",/cfs/app/etl_p81/edw_apps_p81/azn_mr2000/files/srcfiles/daily/sfload,"ERSFRCQ.DWZSFE21.TZTFE21.NDMFILE.SFK.*.dat

","MLSTFE21
"
MR2000,TZTFE23_ERIC_STAGE_TEMP,"10,2, 4, 5, 15,10,11,15,14,9, 11,9, 12,4, 4, 10,4, 5, 10,10,2, 1, 1, 6, 10,2, 3, 10,10,6, 2, 6, 2, 1, 1, 10,10,50,1, 12,50,12,50,12,8, 50,20,6, 100,100,4,23,23,23",/cfs/app/etl_p81/edw_apps_p81/azn_mr2000/files/srcfiles/monthly/sfload,ERSFRCQ.DTV.R.TZTFE23.SORT.NDMFILE.SFK.*.dat,MLSTFE23
NETWORK,TCTN010_TIRKS_CARRIER_FACILITY,"1,4,1,2,1,36,1,2,8,2,13,2,1,1,3,4,4,4,4,11,11,1,6,2,3,6,1,6,10,3,10,10,6,10,10,1,1,10,3,10,10,6,10,10,1,1,1,2,6,2,1,12,72,2,8,2,2,6,1,5,2,2,2,1,1,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCX1.A.TCTN010.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.B.TCTN010.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.P.TCTN010.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.S.TCTN010.NDMFILE.SFK.*.DAT","MLATN010
MLBTN010
MLPTN010
MLSTN010"
NETWORK,tctn011_tirks_carrier_channel,"1,4,1,2,1,36,1,8,2,13,2,4,2,2,5,5,5,5,5,2,5,5,5,5,5,3,1,3,4",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCX1.A.TCTN011.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.B.TCTN011.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.P.TCTN011.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.S.TCTN011.NDMFILE.SFK.*.DAT","MLATN011
MLBTN011
MLPTN011
MLSTN011"
NETWORK,tctn012_tirks_carrier_circuit,"1,4,1,2,1,36,1,8,2,13,2,4,1,8,3,1,1,1,45,8,2,1,1,2,14,14,11,11,8,4,4,2,13,2",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCX1.A.TCTN012.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.B.TCTN012.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.P.TCTN012.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.S.TCTN012.NDMFILE.SFK.*.DAT","MLATN012
MLBTN012
MLPTN012
MLSTN012"
NETWORK,tctn013_tirks_carrier_owner,"1,4,1,2,1,6,1,8,2,13,2,4,3,6,8,1,1,4,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCX1.A.TCTN013.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.B.TCTN013.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.P.TCTN013.NDMFILE.SFK.*.DAT
DWPC.TZDWCX1.S.TCTN013.NDMFILE.SFK.*.DAT","MLATN013
MLBTN013
MLPTN013
MLSTN013"
NETWORK,TCTN017_TIRKS_CKT_HEADER_LOOP,"1,4,1,2,2,8,13,2,3,10,10,3,5,5,20,20,20,20,50,11,4,2,5,5,5,5,4,4,2,4,6,4,4,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCPX.A.TCTN017.NDMFILE.SFK.*.DAT
DWPC.TZDWCPX.B.TCTN017.NDMFILE.SFK.*.DAT
DWPC.TZDWCPX.P.TCTN017.NDMFILE.SFK.*.DAT
DWPC.TZDWCPX.S.TCTN017.NDMFILE.SFK.*.DAT","MLATN017
MLBTN017
MLPTN017
MLSTN017"
NETWORK,TCTN018_TIRKS_CKT_FCLTY_DETAIL,"1,4,1,2,2,8,13,1,3,1,2,11,11,1,2,13,10,6,5,5,27,8,23,8,23",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCPX.A.TCTN018.NDMFILE.SFK.*.DAT
DWPC.TZDWPC1.B.TCTN018.NDMFILE.SFK.*.DAT
DWPC.TZDWCPX.P.TCTN018.NDMFILE.SFK.*.DAT
DWPC.TZDWCPX.S.TCTN018.NDMFILE.SFK.*.DAT
","MLATN018
MLBTN018
MLPTN018
MLSTN018"
NETWORK,TCTN019_TIRKS_TRUNK_CIRCUIT,"1,4,1,8,4,4,4,4",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWGN1.A.TCTN019.NDMFILE.SFK.*.DAT
DWPC.TZDWGN1.B.TCTN019.NDMFILE.SFK.*.DAT
DWPC.TZDWGN1.P.TCTN019.NDMFILE.SFK.*.DAT
DWPC.TZDWGN1.S.TCTN019.NDMFILE.SFK.*.DAT
","MLATN019
MLBTN019
MLPTN019
MLSTN019"
NETWORK,TCTN020_TIRKS_EQUIP_PROFILE,"1,4,1,2,11,10,10,6,6,4,4,2,1,2,11,1,1,1,1,4,4,1,1,12,5,2,4",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWEQ1.A.TCTN020.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.B.TCTN020.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.P.TCTN020.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.S.TCTN020.NDMFILE.SFK.*.DAT
","MLATN020
MLBTN020
MLPTN020
MLSTN020"
NETWORK,TCTN022_TIRKS_EQUIP_CKT_ORDER,"1,4,1,2,11,10,10,6,10,3,8,1,10,3,8,1,10,3,8,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWEQ1.A.TCTN022.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.B.TCTN022.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.P.TCTN022.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.S.TCTN022.NDMFILE.SFK.*.DAT
","MLATN022
MLBTN022
MLPTN022
MLSTN022"
NETWORK,TCTN024_TIRKS_EQUIP_FRAME_INFO,"1,4,1,2,11,10,10,5,3,1,2,2,5,5,5,5,7",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWEQ1.A.TCTN024.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.B.TCTN024.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.P.TCTN024.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.S.TCTN024.NDMFILE.SFK.*.DAT
","MLATN024
MLBTN024
MLPTN024
MLSTN024"
NETWORK,TCTN025_TIRKS_EQUIP_ACCESS_PT,"1,4,1,2,11,10,10,6,2,6,10,8,35",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWEQ1.A.TCTN025.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.B.TCTN025.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.P.TCTN025.NDMFILE.SFK.*.DAT
DWPC.TZDWEQ1.S.TCTN025.NDMFILE.SFK.*.DAT
","MLATN025
MLBTN025
MLPTN025
MLSTN025"
NETWORK,TCTN026_TIRKS_LOCATION,"1,4,1,2,11,2,4,4,4,46,1,19,27,30,14,15,5,25,12,4,3,7,3,3,4,3,1,11,3,6,3,1,1,3,3,3,3,2,3,1,6,5,2,11,1,1,8,1,5,1,11,1,5,60,10",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWLO1.A.TCTN026.NDMFILE.SFK.*.DAT
DWPC.TZDWLO1.B.TCTN026.NDMFILE.SFK.*.DAT
DWPC.TZDWLO1.P.TCTN026.NDMFILE.SFK.*.DAT
DWPC.TZDWLO1.S.TCTN026.NDMFILE.SFK.*.DAT
","MLATN026
MLBTN026
MLPTN026
MLSTN026"
NETWORK,TCTN027_TIRKS_CABLE_FACILITY,"1,4,1,2,11,11,10,5,3,5,6,9,2,8,5,5,7,2,2,9,2,9,2,2,16,70,4,4,1,2,5,2,5,2,1,79,79,79,2,4,4,7,2,4,4,7,10,15,10,10,15,10,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWTX1.A.TCTN027.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.B.TCTN027.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.P.TCTN027.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.S.TCTN027.NDMFILE.SFK.*.DAT
","MLATN027
MLBTN027
MLPTN027
MLSTN027"
NETWORK,TCTN028_TIRKS_CABLE_FRAME,"1,4,1,2,11,11,10,5,3,3,5,5,1,3,2,5,5,5,1,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWTX1.A.TCTN028.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.B.TCTN028.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.P.TCTN028.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.S.TCTN028.NDMFILE.SFK.*.DAT
","MLATN028
MLBTN028
MLPTN028
MLSTN028"
NETWORK,TCTN029_TIRKS_CABLE_OWNER,"1,4,1,2,11,11,10,5,3,3,4,3,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWTX1.A.TCTN029.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.B.TCTN029.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.P.TCTN029.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.S.TCTN029.NDMFILE.SFK.*.DAT
","MLATN029
MLBTN029
MLPTN029
MLSTN029"
NETWORK,TCTN030_TIRKS_CABLE_DIV_OF_REV,"1,4,1,2,11,11,10,5,3,3,4,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWTX1.A.TCTN030.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.B.TCTN030.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.P.TCTN030.NDMFILE.SFK.*.DAT
DWPC.TZDWTX1.S.TCTN030.NDMFILE.SFK.*.DAT
","MLATN030
MLBTN030
MLPTN030
MLSTN030"
NETWORK,TCTN033_TIRKS_SPAN_FACILITY,"1,4,1,2,7,5,6,11,11,1,2,6,2,2,2,5,1,2,3,2,7,10,10,70,13,3,3,3,3,6,8,8,6,2,4,4,4,4,2",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN033.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN033.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN033.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN033.NDMFILE.SFK.*.DAT
","MLATN033
MLBTN033
MLPTN033
MLSTN033"
NETWORK,TCTN034_TIRKS_SPAN_LINE,"1,4,1,2,7,5,6,11,11,6,1,2,10,6,10,10,6,10,8,8,3,10,10,13,7,2,5,5,5,5,5,2,5,5,5,5,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN034.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN034.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN034.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN034.NDMFILE.SFK.*.DAT
","MLATN034
MLBTN034
MLPTN034
MLSTN034"
NETWORK,TCTN035_TIRKS_SPAN_CIRCUIT,"1,4,1,2,7,5,6,11,11,6,1,8,3,1,1,13,8,1,45,11,11,2",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN035.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN035.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN035.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN035.NDMFILE.SFK.*.DAT
","MLATN035
MLBTN035
MLPTN035
MLSTN035"
NETWORK,TCTN036_TIRKS_SPAN_CABLE_END,"1,4,1,2,7,5,6,11,11,6,8,1,6,11,1,10,5,10,5,8,1,10,5,10,5,8,5,10,10",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN036.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN036.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN036.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN036.NDMFILE.SFK.*.DAT
","MLATN036
MLBTN036
MLPTN036
MLSTN036"
NETWORK,TCTN037_TIRKS_SPAN_DESIGN,"1,4,1,2,7,5,6,11,11,8,1,6,11,2,8,8,8,5,107",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN037.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN037.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN037.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN037.NDMFILE.SFK.*.DAT
","MLATN037
MLBTN037
MLPTN037
MLSTN037"
NETWORK,TCTN038_TIRKS_SPAN_OWNER,"1,4,1,2,7,5,6,11,11,4,3,6,10,4",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN038.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN038.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN038.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN038.NDMFILE.SFK.*.DAT
","MLATN038
MLBTN038
MLPTN038
MLSTN038"
NETWORK,TCTN039_TIRKS_SPAN_DIV_OF_REV,"1,4,1,2,7,5,6,11,11,4,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWSP1.A.TCTN039.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.B.TCTN039.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.P.TCTN039.NDMFILE.SFK.*.DAT
DWPC.TZDWSP1.S.TCTN039.NDMFILE.SFK.*.DAT
","MLATN039
MLBTN039
MLPTN039
MLSTN039"
NETWORK,TCTN040_TIRKS_ORDER,"1,4,1,2,9,18,2,3,20,1,1,4,1,1,2,8,20,3,3,3,3,3,8,3,3,3,4,8,3,3,4,1,3,60,2,3,3,11,3,20,13,16,3,3,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCC1.A.TCTN040.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.B.TCTN040.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.P.TCTN040.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.S.TCTN040.NDMFILE.SFK.*.DAT
","MLATN040
MLBTN040
MLPTN040
MLSTN040"
NETWORK,TCTN041_TIRKS_ORDER_CIRCUIT,"1,4,1,2,9,3,1,2,2,8,1,45,11,11,12,1,1,3,1,60,1,45,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCC1.A.TCTN041.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.B.TCTN041.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.P.TCTN041.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.S.TCTN041.NDMFILE.SFK.*.DAT
","MLATN041
MLBTN041
MLPTN041
MLSTN041"
NETWORK,TCTN042_TIRKS_ORDER_CKT_LEG,"1,4,1,2,9,3,4,11,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCC1.A.TCTN042.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.B.TCTN042.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.P.TCTN042.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.S.TCTN042.NDMFILE.SFK.*.DAT
","MLATN042
MLBTN042
MLPTN042
MLSTN042"
NETWORK,TCTN043_TIRKS_ORDER_SUPPLEMENT,"1,4,1,2,9,2,1,8,8,8,3,3,34",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCC1.A.TCTN043.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.B.TCTN043.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.P.TCTN043.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.S.TCTN043.NDMFILE.SFK.*.DAT
","MLATN043
MLBTN043
MLPTN043
MLSTN043"
NETWORK,TCTN044_TIRKS_ORDER_CKT_FAMILY,"1,4,1,2,9,3,2,2,8,45,3,3,3,3,8,8,8",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCC1.A.TCTN044.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.B.TCTN044.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.P.TCTN044.NDMFILE.SFK.*.DAT
DWPC.TZDWCC1.S.TCTN044.NDMFILE.SFK.*.DAT
","MLATN044
MLBTN044
MLPTN044
MLSTN044"
NETWORK,TCTN045_TIRKS_ORDER_NOTE,"1,4,1,2,9,3,3,3,68,8,4,3,8",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWGC1.A.TCTN045.NDMFILE.SFK.*.DAT
DWPC.TZDWGC1.P.TCTN045.NDMFILE.SFK.*.DAT
DWPC.TZDWGC1.S.TCTN045.NDMFILE.SFK.*.DAT
","MLATN045
MLPTN045
MLSTN045"
NETWORK,TCTN046_TIRKS_GROUP,"1,4,1,2,2,8,5,4,4,4,4,4,4,20,11,9,9,5,20,4,4,1,11,4,11",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWGP1.A.TCTN046.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.B.TCTN046.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.P.TCTN046.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.S.TCTN046.NDMFILE.SFK.*.DAT
","MLATN046
MLBTN046
MLPTN046
MLSTN046"
NETWORK,TCTN047_TIRKS_GROUP_CIRCUIT,"1,4,1,2,2,8,1,2,1,45,11,11,8",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWGP1.A.TCTN047.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.B.TCTN047.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.P.TCTN047.NDMFILE.SFK.*.DAT
DWPC.TZDWGP1.S.TCTN047.NDMFILE.SFK.*.DAT
","MLATN047
MLBTN047
MLPTN047
MLSTN047"
USAGE,TCLU005_USAGE_DELETE_KEY,"1,1,2,2,4,1,9,3,15,15,8,6",/cfs/app/etl_p26/ecdw_apps_p26/edwusg/files/srcfiles/daily/sfload,"DWPC.DW075.TCLU005.NDMFILE.SFK.*.DAT
",MLCLU005
NETWORK,TCAN707_PRVDR_VIRTUAL_CHANNEL,"1,1,8,4,10,10,9,4,8,8,8,5",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.LEADFREE.L.TCAN707.NDMFILE.SFK.*.dat
",MLCAN707
NETWORK,TCCN178_TIRKS_FLD_ASSTNC_NOTE,"1,4,1,2,2,8,4,8,6,8,1,1360",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWFA1.L.TCCN178.NDMFILE.SFK.*.DAT
",MLCCN178
NETWORK,TCCN180_TIRKS_CARRIER_MAKEUP,"1,4,1,2,1,36,1,8,2,13,2,11,2,10,5,5,4,4,2,4,6,5,5,230",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWCX1.L.TCCN180.NDMFILE.SFK.*.DAT
",MLCCN180
NETWORK,TCCN305_CENTRAL_OFFICE_DSLAM,"1,6,19,2,8,19,20,8,3,5,19,8,12,30,22,6,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/weekly/sfload,"DWPC.DW806A1C.C.TCCN305.NDMFILE.SFK.*.DAT
",MLCCN305
NETWORK,TCCN350_LCL_NBR_PTBLTY_SBSCPTN,"1,1,1,1,3,3,4,4,10,8,6,8,6,4
1,1,1,1,3,3,4,4,10,8,6,8,6,4
1,1,1,1,3,3,4,4,10,8,6,8,6,4",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW370.A.TCCN350.NDMFILE.SFK.*.DAT
DWPC.DW370.S.TCCN350.NDMFILE.SFK.*.DAT
DWPC.DW370.U.TCCN350.NDMFILE.SFK.*.DAT
DWPC.DW370.P.TCCN350.NDMFILE.SFK.*.DAT","MLACN350
MLSCN350
MLUCN350"
NETWORK,TCCN351_WORK,"1,4,4,40",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW371.TCCN351.NDMFILE.SFK.*.DAT
",MLCCN351
NETWORK,"1,4,1,2,11,11,10,5,3,2,2,6,6,3,3,4,4,3,1,1,4,3,2,4,6,30,7","1,4,1,2,11,11,10,5,3,2,2,6,6,3,3,4,4,3,3,1,1,4,3,2,4,6,30,7",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.TZDWTX1.L.TCCN732.NDMFILE.SFK.*.DAT
",MLCCN732
NETWORK,TCCN845_IP_SUBRANGE_CNTNMT,"1,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN845.NDMFILE.SFK.*.DAT
",MLCCN845
NETWORK,TCCN846_IP_SUBRANGE_DOMAIN,"1,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN846.NDMFILE.SFK.*.DAT
",MLCCN846
NETWORK,TCCN847_NETWORK_COMPONENT,"1,9,2,52",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN847.NDMFILE.SFK.*.DAT
",MLCCN847
NETWORK,TCCN848_NETWORK_EQUIPMENT_MFR,"1,9,1,50,30,100,30,30,150,30,30,50,10,30",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN848.NDMFILE.SFK.*.DAT
",MLCCN848
NETWORK,TCCN849_PATH_PARAMETER,"1,9,50,5,5,1,1,1,4,64,2,2,1,1,100,1,10,1,50,50,1",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN849.NDMFILE.SFK.*.DAT
",MLCCN849
NETWORK,TCCN850_USER_CLASS,"1,9,255,9,6",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN850.NDMFILE.SFK.*.DAT
",MLCCN850
NETWORK,TCCN851_USER_CLASS_ASSOCIATION,"1,9,9,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN851.NDMFILE.SFK.*.DAT
",MLCCN851
NETWORK,TCCN852_USER_CLASS_ATTR_DFNTN,"1,9,255,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN852.NDMFILE.SFK.*.DAT
",MLCCN852
NETWORK,TCCN854_USER_CLASS_DEFINITION,"1,9,255,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN854.NDMFILE.SFK.*.DAT
",MLCCN854
NETWORK,TCCN856_USER_CLASS_ROLE,"1,9,9,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN856.NDMFILE.SFK.*.DAT
",MLCCN856
NETWORK,TCCN857_USER_CLASS_ROLE_DFNTN,"1,9,255,9,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN857.NDMFILE.SFK.*.DAT
",MLCCN857
NETWORK,TCCN858_USER_CLS_ASSOCTN_DFNTN,"1,9,255,9,9,9,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN858.NDMFILE.SFK.*.DAT
",MLCCN858
NETWORK,TCCN859_USR_CLS_ATTR_GRP_DFNTN,"1,9,255,9",/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.GRANITE.C.TCCN859.NDMFILE.SFK.*.DAT
",MLCCN859
NETWORK,TCCN860_MFR_SERIALIZED_CPE,,/cfs/app/etl_p81/edw_apps_p81/edwntk/files/srcfiles/daily/sfload,"DWPC.DW430A1C.C.TCCN860.NDMFILE.SFK.*.DAT
",MLCCN860
